Company,Company Location,Country of Bean Origin,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Martin Mayer,Austria,Colombia,74,"3- B,S,C","sandy, mild floral, mild nutty",3.25
Martin Mayer,Austria,Haiti,82,"3- B,S,C","sandy, earthy, sweet edge",3
Martin Mayer,Austria,Bolivia,76,"3- B,S,C","sticky, pungent, off note",2.75
Mast Brothers,U.S.A.,Tanzania,74,"2- B,S","green, vegetal, mild spice",3.25
Mast Brothers,U.S.A.,Guatemala,76,"2- B,S","mild bitter, citrus, intense",3
Mast Brothers,U.S.A.,Blend,75,"2- B,S","tart, deep choco",3.75
Mast Brothers,U.S.A.,Blend,73,"2- B,S","gritty, fruit, tart, rich",3.5
Mast Brothers,U.S.A.,Venezuela,73,"2- B,S","gritty, sour, sweet",2.75
Mast Brothers,U.S.A.,Blend,72,"2- B,S","gritty, overly tart, sour",2.5
Mast Brothers,U.S.A.,Dominican Republic,74,"2- B,S","gritty, raspberry, sour",3.75
Mast Brothers,U.S.A.,Blend,72,"2- B,S","rich cocoa, coffee, roasty",3.5
Mast Brothers,U.S.A.,Belize,70,"2- B,S","gritty, tangy, cocoa",3.5
Mast Brothers,U.S.A.,Dominican Republic,73,"2- B,S","dry, gritty, red berry, coffee",3.25
Mast Brothers,U.S.A.,Venezuela,76,"2- B,S","sandy, strawberry, sour",3
Mast Brothers,U.S.A.,Venezuela,70,"2- B,S","dry, sandy, intense, berry",3
Mast Brothers,U.S.A.,Peru,75,"2- B,S","orange,lemon,coffee ground",3
Mast Brothers,U.S.A.,Venezuela,81,"2- B,S","gritty, high astringent, sour",2.75
Mast Brothers,U.S.A.,Papua New Guinea,71,"2- B,S","gritty, sticky, smoke,hammy",2.75
Mast Brothers,U.S.A.,Dominican Republic,70,"2- B,S","sticky, earthy, coffee",3.25
Mast Brothers,U.S.A.,Venezuela,75,"2- B,S","dry, sticky, nutty, earthy",3
Mast Brothers,U.S.A.,Venezuela,81,"2- B,S","sticky, woody, musty",2.75
Matale,Australia,Madagascar,68,"3- B,S,C","sticky, red fruit",4
Matale,Australia,Papua New Guinea,74,"3- B,S,C","creamy, grassy, smoke, nut",4
Matale,Australia,Blend,70,"3- B,S,C","nutty, fruity, spicy",3.75
Matale,Australia,Vanuatu,72,"3- B,S,C","sticky, butterscotch, nutty",3.5
Maui Kuia ,U.S.A.,U.S.A.,70,"3- B,S,C","sweet, banana, mild sour orange",3.5
Maverick,U.S.A.,Madagascar,65,"3- B,S,C","sweet edge, sour fruit",3.25
Maverick,U.S.A.,U.S.A.,70,"3- B,S,C","nutty, cheese, savory",3
Maverick,U.S.A.,Vietnam,75,"3- B,S,C","roasty, hammy, dirty",3
Maverick,U.S.A.,Peru,63,"3- B,S,C","sweet, cherry, cream, raisin",3.5
Maverick,U.S.A.,Belize,70,"2- B,S","heavy roast, smoke",3.25
Maverick,U.S.A.,Dominican Republic,70,"2- B,S","roasty, coffee",3.25
Maverick,U.S.A.,Peru,82,"2- B,S","intense, burnt, bitter, spice",3.25
Mayacama,U.S.A.,Dominican Republic,72,"2- B,S","gritty, sweet, earthy",3
McGuire,Canada,Tanzania,70,"3- B,S,C","sl. Nutty, mild cherry, cocoa",3.5
McGuire,Canada,Madagascar,75,"3- B,S,C","sl. Fruity, burnt raspberry",3
McGuire,Canada,Vietnam,70,"3- B,S,C","cashew, cheese, molasses",3
McGuire,Canada,Belize,70,"3- B,S,C","cocoa, strawberry",3.25
McGuire,Canada,Guatemala,70,"3- B,S,C","musty, woody, rubbery, roasty",2.5
Meadowlands,U.S.A.,Dominican Republic,70,"2- B,S","high roast, nutty, deep choco",3.5
Meadowlands,U.S.A.,Belize,70,"2- B,S","spicy, metallic, molasses",3
Meadowlands,U.S.A.,Nicaragua,70,"2- B,S","fatty, sligthly bland, earthy",3
Meadowlands,U.S.A.,Venezuela,70,"2- B,S","molasses, sweet, choco",2.75
Meadowlands,U.S.A.,Bolivia,70,"2- B,S","pungent, off",2.5
Mellow,Denmark,Philippines,70,"2- B,S*","smooth, coconut, cocoa ",3.25
Mellow,Denmark,Tanzania,70,"2- B,S*","creamy, coconut, cocoa",3.25
Mellow,Denmark,Dominican Republic,70,"2- B,S*","dry, floral, dirty, coconut",2.75
Mellow,Denmark,Ecuador,85,"2- B,S*","floral, earthy, bitter",2.5
Menakao (aka Cinagra),Madagascar,Madagascar,80,"4- B,S,C,L","sticky, tart, slight burnt",2.5
Menakao (aka Cinagra),Madagascar,Madagascar,72,"4- B,S,C,L","uneven, smokey, hammy",2.5
Mesjokke,Netherlands,Honduras,72,"4- B,S,C,L","chewy, woody, off notes",2.5
Mesocacao,Honduras,El Salvador,70,"3- B,S,C","dairy, caramel",3
Mesocacao,Honduras,El Salvador,80,"3- B,S,C","fatty, bitter, woody, roasty",2.75
Mesocacao,Honduras,Honduras,70,"3- B,S,C","intense, grassy, spicy, rich",3.5
Mesocacao,Honduras,Nicaragua,80,"3- B,S,C","dried fruit, rich cocoa",3.5
Mesocacao,Honduras,Honduras,80,"3- B,S,C","intense, ham, butterscotch",3.25
Mesocacao,Honduras,Nicaragua,70,"3- B,S,C","acidic, pomegrant, brownie",3.25
Mestico,Brazil,Brazil,75,"3- B,S,C","earthy, floral, rubbery",2.5
Metiisto,Australia,Solomon Islands,67,"3- B,S,C","dried fruit, mild hammy",3.75
Metiisto,Australia,Solomon Islands,72,"3- B,S,C","roasty/smokey, high acidity",3.25
Metiisto,Sweden,Madagascar,72,"3- B,S,C","creamy, fatty, mild cherry",3.5
Metiisto,Sweden,Brazil,70,"3- B,S,C","fatty, creamy, olive",3
Metropolitan,Netherlands,Blend,70,"3- B,S,V","accesible, simple cocoa note",3.5
Meybol,Germany,Peru,70,"3- B,S,C","intense, pear, sl. grape, pungent",3.25
Meybol,Germany,Peru,72,"3- B,S,C","sl. fatty, raisins, pungency",3.25
Meybol,Germany,Peru,72,"3- B,S,C","pungent, grape, apricot",3
Meybol,Germany,Peru,70,"3- B,S,C","grape, mild smoke, sandy",3.5
Michel Cluizel,France,Guatemala,70,"4- B,S,C,V","dairy, cocoa, fatty, apple",3.5
Michel Cluizel,France,Brazil,70,"4- B,S,C,V","sandy, grits, nutty, vanilla",3
Michel Cluizel,France,Colombia,69,"4- B,S,C,V","sandy, earthy, fatty",3.25
Michel Cluizel,France,Mexico,66,"4- B,S,C,V","raisins, melon",3.75
Michel Cluizel,France,Venezuela,66,"4- B,S,C,V","cocoa, orange",3.5
Michel Cluizel,France,Sao Tome,67,"4- B,S,C,V","creamy, smoke, raspberry",3.5
Michel Cluizel,France,Dominican Republic,67,"4- B,S,C,V","creamy, raisins, licorice",3.75
Michel Cluizel,France,Madagascar,65,"4- B,S,C,V","grapefruit, spices",3.75
Michel Cluizel,France,Papua New Guinea,64,"4- B,S,C,V",tropical fruit and mild smoke,3.75
Michel Cluizel,France,Sao Tome,70,"4- B,S,C,V","creamy, licorice, herbs",3
Michel Cluizel,France,Blend,60,"4- B,S,C,V","sweet, crisp nibs",2
Michel Cluizel,France,Blend,85,"4- B,S,C,V",bitter coffee flavor,2
Michel Cluizel,France,Blend,99,"4- B,S,C,V","smooth, bold, bitter",2
Middlebury,U.S.A.,Dominican Republic,75,"3- B,S,C","spicy, rich, mint",3.75
Middlebury,U.S.A.,Venezuela,75,"3- B,S,C","nutty, grassy, woody",3.75
Middlebury,U.S.A.,Belize,80,"3- B,S,C","woody, lemon, mild bitter",3.5
Middlebury,U.S.A.,Trinidad,70,"3- B,S,C","black pepper, dairy",3.5
Middlebury,U.S.A.,Nicaragua,70,"3- B,S,C","rum, herbal, rich",3.5
Middlebury,U.S.A.,Tanzania,75,"3- B,S,C","banana, melon, fatty",3.25
Middlebury,U.S.A.,Belize,80,"4- B,S,C,Sa","strawberry, cream, spice",3.25
Middlebury,U.S.A.,Dominican Republic,75,"3- B,S*,Sa","molassses, palm, spicy",2.5
Middlebury,U.S.A.,Indonesia,70,"4- B,S*,C,Sa","leather, salt",2.5
Middlebury,U.S.A.,Bolivia,75,"4- B,S*,C,Sa","sticky, cardboard,why bother",2
Middlebury,U.S.A.,Blend,65,"4- B,S*,C,Sa","chemical, salt, wtf",1.5
Mike & Becky,Belgium,Belize,70,"3- B,S,C","grape, cocoa",3.5
Mike & Becky,Belgium,India,70,"3- B,S,C","candy spices, sweet",3.25
Mike & Becky,Belgium,Peru,70,"3- B,S,C","complex, true to origin",3.25
Mike & Becky,Belgium,Dominican Republic,70,"3- B,S,C","fatty, simple",3
Millcreek Cacao Roasters,U.S.A.,Ecuador,70,"4- B,S,C,V","unrefined, burnt nuts, vanilla",2.5
Millcreek Cacao Roasters,U.S.A.,Ecuador,70,"4- B,S,C,V","wine, brownie batter",3.5
Millesime,Belgium,India,74,"3- B,S,C","unripe fruit, sour, watery",3
Millesime,Belgium,Tanzania,90,"3- B,S,C","sandy, bitter, sour fruit",3
Millesime,Belgium,Panama,75,"3- B,S,C","sandy, green, grassy, harsh",2.75
Millesime,Belgium,Ecuador,70,"3- B,S,C","sandy, nutmeg, astringent",3
Millesime,Belgium,India,74,"3- B,S,C","dry, sandy, empty, sweet",3
Millesime,Belgium,Brazil,76,"3- B,S,C","dry, sandy, dirt, empty",3
Milton,Japan,Peru,70,"2- B,S","grape, thick, chewy",3.75
Milton,Japan,Madagascar,70,"2- B,S","cocoa, mild pear, sticky",3.5
Milton,Japan,Vietnam,70,"2- B,S","cocounut, late sour",3.25
Milton,Japan,Brazil,70,"2- B,S","intense, sour, hammy",3
Mindo,U.S.A.,Ecuador,67,"3- B,S,C","sandy, harsh, floral",2.75
Mindo,U.S.A.,Ecuador,77,"3- B,S,C","dry, coffee notes from roaster",2.75
Minimal,Japan,Colombia,65,"2- B,S","rustic, sweet, sour",2.75
Minimal,Japan,Haiti,70,"2- B,S","gritty, sweet, earty",3.5
Mirzam,U.A.E.,Tanzania,72,"3- B,S,C","complex, fruit, nut, rich",3.75
Mirzam,U.A.E.,India,65,"3- B,S,C","sweet, licoric",3.5
Mirzam,U.A.E.,Vietnam,65,"2- B,S","slight grainy, roasty, spicy",3.5
Mirzam,U.A.E.,Madagascar,72,"2- B,S","tangy, roasty, ham",3.25
Mirzam,U.A.E.,Papua New Guinea,72,"2- B,S","few grits, intense smoke",3
Misina,Czech Republic,Vietnam,70,"3- B,S,C","sour fig, cocoa, creamy, fatty",3.5
Mission,Brazil,Puerto Rico,70,"3- B,S,C","powdery, intense, floral",3
Mission,Brazil,Brazil,75,"2- B,S","sticky, blackberry, acidic",3.75
Mission,Brazil,Brazil,70,"2- B,S","coarse, smokey, citrus",3.5
Mita,Colombia,Colombia,65, ,"vanilla, artificial, sweet",2.5
Moho,U.S.A.,Belize,73,"3- B,S,C",basic cocoa,3.25
Moho,U.S.A.,Belize,72,"3- B,S,C","strawberry, blueberry",3
Moho,U.S.A.,Belize,67,"3- B,S,C","rough, sweet, dairy, vanilla",2.75
Moka Origins,U.S.A.,Tanzania,72,"2- B,S","cocoa, fig, classic",3.75
Moka Origins,U.S.A.,Dominican Republic,70,"2- B,S","dark berry, earthy",3.5
Moka Origins,U.S.A.,Sierra Leone,72,"3- B,S,C","roasty, honey, sweet",3
Moka Origins,U.S.A.,Cameroon,68,"2- B,S",earthy,3
Moka Origins,U.S.A.,Brazil,72,"3- B,S,C","dirty, rubbery, spicy",2.5
Moku,U.S.A.,Dominican Republic,70,"3- B,S,C","dark fruit, slight harsh molasses",3.25
Moku,U.S.A.,Madagascar,70,"3- B,S,C","creamy, off note, rubbery, petro",2.75
Molucca,U.S.A.,Peru,70,"2- B,S","dry, nutty, fruity",3.25
Molucca,U.S.A.,Dominican Republic,70,"2- B,S","overly intense, tart, red fruit",3
Molucca,U.S.A.,Indonesia,70,"2- B,S","intense, smokey, floral",2.75
Momotombo,Nicaragua,Nicaragua,70,"3- B,S,C","fatty, floral, spicy",3.25
Momotombo,Nicaragua,Nicaragua,70,"2- B,S","unrefined, hay, sweet",2.75
Momotombo,Nicaragua,Nicaragua,70,"2- B,S","unrefined, bright berry, sweet",2.75
Monarque,Canada,Philippines,76,"3- B,S,C","black tea, floral",3.5
Monarque,Canada,Dominican Republic,72,"2- B,S","earthy, spicy, cocoa",3.5
Monsieur Truffe,Australia,Papua New Guinea,70, ,"smoke, ham, sour milk",3.25
Monsoon,U.S.A.,Tanzania,77,"3- B,S,C","tart, cranberry, mild bitterness",3.5
Monsoon,U.S.A.,Ecuador,75,"2- B,S","intense, floral, cocoa,long lasting",3.75
Monsoon,U.S.A.,Peru,72,"3- B,S,C","licorice, cocoa",3.5
Monsoon,U.S.A.,Mexico,70,"3- B,S,C","chalky, powdery, molasses",3.25
Montecristi,Ecuador,Ecuador,63, ,"spicy, sweet, fragrant",3.5
Montecristi,Ecuador,Ecuador,85, ,"spicy, fragrant, bitter",3.5
Montecristi,Ecuador,Ecuador,70, ,"spicy, smoke, sour",3.25
MUCHO ,Mexico,Mexico,70,"3- B,S,C","light color, spicy, sweet, sour",3
Muchomas (Mesocacao),U.S.A.,Nicaragua,70,"3- B,S,C","grassy, spicy, sweet",3.5
Muchomas (Mesocacao),U.S.A.,Nicaragua,80,"3- B,S,C","sweet, rich ",3.5
Musee du Chocolat Theobroma,Japan,Venezuela,70,"2- B,S","Fruity, Roasty",3.5
Mutari,U.S.A.,Vietnam,80,"2- B,S","gritty, tart, molasses",3
Mutari,U.S.A.,Dominican Republic,71,"2- B,S","gritty, sweet, earthy",2.75
Mutari,U.S.A.,Tanzania,68,"2- B,S","dry, earthy, atypical",2.75
Mutari,U.S.A.,Madagascar,68,"2- B,S","sweet, molasses, gritty",2.75
Nahua,Costa Rica,Costa Rica,70,"3- B,S,C","earthy, spicy, cocoa",3
Nahua,Costa Rica,Costa Rica,58,"3- B,S,C","too sweet, earthy, off notes",2.5
NaÃ¯ve,Lithuania,El Salvador,70,"3- B,S,C","bold, savory, creamy",3.25
NaÃ¯ve,Lithuania,Nicaragua,67,"3- B,S,C","strong, rubbery, woody, sweet",2.75
NaÃ¯ve,Lithuania,Nicaragua,70,"4- B,S,C,L","sandy, intense, tropical fruit",3.25
NaÃ¯ve,Lithuania,Venezuela,70,"4- B,S,C,L","coarse, sweet",3
NaÃ¯ve,Lithuania,Venezuela,75,"4- B,S,C,L","coarse, sweet, minty",2.75
NaÃ¯ve,Lithuania,Blend,70,"4- B,S,C,L","sandy, floral, spice, roasty",3.75
NaÃ¯ve,Lithuania,Peru,78,"4- B,S,C,L","orange, floral, caramel",3.75
NaÃ¯ve,Lithuania,Grenada,71,"4- B,S,C,V","sandy, oranges",2.5
Nanea,U.S.A.,U.S.A.,85, ,"sandy, spicy, earthy",3.5
Nathan Miller,U.S.A.,Ghana,70,"3- B,S,C","brownie, toffee",3.5
Nathan Miller,U.S.A.,Dominican Republic,70,"2- B,S*","grassy, dirt, mild spice",2.5
Nathan Miller,U.S.A.,Madagascar,73.5,"2- B,S","intense, pungent, sour fruit",2.5
Nathan Miller,U.S.A.,Peru,72,"2- B,S","metallic, medicinal, pungent",2.25
Nearynogs,Ireland,Nicaragua,70,"2- B,S","hone, nutty, marzipan",3.25
Nearynogs,Ireland,Cuba,65,"2- B,S","earthy, woody, mineral, sweet",3
Nearynogs,Ireland,Dominican Republic,70,"2- B,S","dry, sandy, sweet, acidic",3.25
Neuhaus (Callebaut),Belgium,Papua New Guinea,70,"5- B,S,C,V,L","gritty, vanilla, non-descript",2.5
Neuhaus (Callebaut),Belgium,Trinidad,67,"5- B,S,C,V,L","complex, intense banana",3.75
Neuhaus (Callebaut),Belgium,Blend,73,"5- B,S,C,V,L","pastey, strong off flavor",1
Neuhaus (Callebaut),Belgium,Venezuela,71,"5- B,S,C,V,L","pastey, complex, coffee,vanilla",3
Neuhaus (Callebaut),Belgium,Sao Tome,75,"5- B,S,C,V,L","grassy, earthy, burnt",2.75
Neuhaus (Callebaut),Belgium,Blend,73,"5- B,S,C,V,L","non descript, poor aftertaste",2
Nibble,U.S.A.,Brazil,72,"2- B,S",notes from sugar,3
Nibble,U.S.A.,Madagascar,72,"2- B,S","molasses, bright fruit",3
Nibble,U.S.A.,Peru,72,"2- B,S","molasses, malt, raisin",3
Nibble,U.S.A.,Dominican Republic,72,"2- B,S","molasses, rum, tea",2.75
Nibble,U.S.A.,Venezuela,72,"2- B,S","molasses, nut, roasty, bitter",2.25
Nibbo,China,Tanzania,70,"2- B,S","texture of a granola bar, bland",2.75
Nicolas,Brazil,Brazil,71,"3- B,S,C","molasses, dried fruit ",3.25
Nicolas,Brazil,Brazil,72,"3- B,S,C","molasses, earthy, flat",3
Night Owl,U.S.A.,Ecuador,75,"3- B,S,C","single note, spicy",3.5
Night Owl,U.S.A.,Peru,75,"3- B,S,C","spicy, red fruit, raisins",2.75
Nikoa,Ecuador,Ecuador,72,"3- B,S,C","floral, cocoa, creamy",3.75
Nina,Peru,Peru,70,"3- B,S,C","pungent, grape, sour",3
Ninth (9th) & Larkin,U.S.A.,Colombia,72,"3- B,S,C","strong base cocoa, rubber",3.25
Ninth (9th) & Larkin,U.S.A.,Fiji,74,"3- B,S,C","sour, rubbery, off",2.75
Ninth (9th) & Larkin,U.S.A.,Tanzania,72,"3- B,S,C","sweet, melon notes",3
Ninth (9th) & Larkin,U.S.A.,Dominican Republic,72,"3- B,S,C","basic cocoa, sour ending",3
Ninth (9th) & Larkin,U.S.A.,Vietnam,72,"3- B,S,C","spicy, vanilla, sweet",2.75
Noble Bean aka Jerjobo,U.S.A.,Peru,75,"4- B,S*,V,L","roasty, mild orange",3.25
Noble Bean aka Jerjobo,U.S.A.,Ghana,75,"4- B,S*,V,L","nutty, high roast, spice",3
Noble Bean aka Jerjobo,U.S.A.,Belize,75,"4- B,S*,V,L","coconut, mild metallic",3
Noir d' Ebine,U.S.A.,Venezuela,70, ,"sweet, candy like, dairy ",3
Noir d' Ebine,U.S.A.,Ecuador,70, ,"sweet, spicy, cocoa",3
Nostalgia,U.S.A.,Costa Rica,68,"2- B,S","slow to develop, brown spice",3
Nostalgia,U.S.A.,Colombia,70,"2- B,S","toffee, slight tart, astringent",3
Nostalgia,U.S.A.,India,70,"2- B,S","delicate, coffee, caramel",3.75
Nostalgia,U.S.A.,Dominican Republic,70,"2- B,S","orange,citrus, high astringency",3.5
Nostalgia,U.S.A.,Tanzania,70,"2- B,S","tart, lemony , high astringency",3.5
Nostalgia,U.S.A.,Madagascar,70,"2- B,S","sl. Burnt, nutty, fruit in back",3.25
Nostalgia,U.S.A.,Mexico,67,"2- B,S","sl. sweet, basic cocoa",3
Nostalgia,U.S.A.,Peru,70,"2- B,S","grass, tobacco",3
Nova Monda,Nicaragua,Ecuador,80,"2- B,S","sandy, strawberries",3.25
Nova Monda,Nicaragua,Nicaragua,70,"2- B,S","woody, coffee,roasted cherry",3
Nova Monda,Nicaragua,Nicaragua,75,"2- B,S","fatty, honey, earthy",2.75
Nuance,U.S.A.,Vietnam,70,"3- B,S,C","spicy, cocoa, hammy",3.25
Nuance,U.S.A.,Nigeria,70,"3- B,S,C","cocoa, nut, dried fruit, rubbery",3
Nuance,U.S.A.,Ghana,70,"2- B,S","rich, cherry, smoke, cocoa",3.75
Nuance,U.S.A.,Dominican Republic,70,"2- B,S","rich, mild smoke, red fruit",3.75
Nuance,U.S.A.,Madagascar,70,"2- B,S","fruity, sour, high astringent",3.5
Nuance,U.S.A.,Venezuela,70,"2- B,S","intense, slightly burnt",3
Nuance,U.S.A.,Ecuador,70,"2- B,S","earthy, roasted nuts",2.75
Nugali,Brazil,Brazil,70,"3- B,S,C","nutty, banana, cocoa",3.5
Oakland Chocolate Co.,U.S.A.,Jamaica,70,"5- B,S,C,V,L","grassy, vanilla, burnt",2.5
Obolo,Chile,Peru,70,"2- B,S","intense grapes, sweet cocoa",3.75
Obolo,Chile,Peru,70,"2- B,S","creamy, roasty, mild grape",3.75
Ocelot,Scotland,Peru,75,"3- B,S,C","peanut butter, raspberry",4
Ocelot,Scotland,Congo,70,"3- B,S,C","melon, earthy, tobacco",3.75
Ocho,New Zealand,Samoa,70,"2- B,S","cocoa, roasty, nutty",3.5
Ocho,New Zealand,Samoa,100,1- B,"bitter, intense, nutty",2.75
Ocho,New Zealand,Papua New Guinea,74,"2- B,S","smokey, intense, coffee",3.5
Ocho,New Zealand,Papua New Guinea,88,"2- B,S","intense, bitter, sour, smokey",3.25
Ocho,New Zealand,Papua New Guinea,70,"2- B,S","smoke, sour fruit, hammy",3
Ocho,New Zealand,Papua New Guinea,66,"2- B,S","smoke, sour fruit, hammy",2.75
Odyssey,U.S.A.,Haiti,70,"2- B,S","blackberry, tang",3.75
Odyssey,U.S.A.,Venezuela,70,"2- B,S","strong start, fruity, acidic",3.5
Odyssey,U.S.A.,U.S.A.,70,"2- B,S","burnt fudge, nutty",3.25
Odyssey,U.S.A.,Peru,70,"2- B,S","deep cocoa, cherry, slight ashy",3.25
Odyssey,U.S.A.,Blend,100,1- B,"sharp fruit, intense, sl. Sour",3
Odyssey,U.S.A.,Venezuela,80,"2- B,S","berries, burnt, rubbery, off",3
Odyssey,U.S.A.,Bolivia,70,"2- B,S","silky smooth, cherry, cocoa",3.75
Odyssey,U.S.A.,Vietnam,70,"2- B,S","complex,cranberry,malt, vanilla",3.75
Odyssey,U.S.A.,Uganda,70,"2- B,S","dominant hazelnut, fudge",3.25
Odyssey,U.S.A.,India,70,"2- B,S","intense tart, sourness",3.25
Odyssey,U.S.A.,Colombia,70,"2- B,S","walnut, tobacco, grassy",3.25
Odyssey,U.S.A.,Guatemala,70,"2- B,S","damp woody, leather, cocoa",3
Odyssey,U.S.A.,Tanzania,70,"2- B,S","sour banana, muted",3
Ohiyo,U.S.A.,Tanzania,70,"3- B,S,C","sweet,sandy, fruit, pungent",3
Ohiyo,U.S.A.,Trinidad,70,"3- B,S,C","off notes, sour, roasty",2.75
Oialla by Bojessen (Malmo),Germany,Brazil,78,"3- B,S,C","creamy, cherry, acidic",3.75
Oialla by Bojessen (Malmo),Germany,Bolivia,70,"2- B,S","rich cocoa, one dimensional",3.5
Olive and Sinclair,U.S.A.,Dominican Republic,72,"3- B,S,C","earthy, cheesy",3
Olive and Sinclair,U.S.A.,Ghana,72,"3- B,S,C","gritty, simple cocoa, burnt",3
Olive and Sinclair,U.S.A.,Blend,75,"3- B,S,C","fatty,cheese, musty",3
Olive and Sinclair,U.S.A.,Blend,67,"3- B,S,C","sandy, cheese, sour",2.75
Olivia,Canada,Blend,85,"5- B,S,C,V,L","sticky, berry, bitter",3
Olivia,Canada,Blend,76,"5- B,S,C,V,L","rubber, cocoa, bitter",2.75
Olivia,Canada,Blend,85,"5- B,S,C,V,L","creamy, medicinal, mint, bitter",2.75
Olivia,Canada,Blend,76,"5- B,S,C,V,L","intense, medicinal, leathery",2
Omanhene,Ghana,Ghana,80,"4- B,S,C,L","grits, strong vanilla, brownie",2.75
Omnom,Iceland,Nicaragua,73,"3- B,S,C","intense spice, coarse",3
Omnom,Iceland,Tanzania,70,"3- B,S,C","sweet, dried fruit, gateway",3.75
Omnom,Iceland,Madagascar,66,"3- B,S,C","red berry, mild molasses",3.5
Omnom,Iceland,Papua New Guinea,70,"3- B,S,C",intensely smokey,3
Or Dubh,U.S.A.,Tanzania,70,"2- B,S","sweet edge, dried fruit, lemon",3.5
Or Dubh,U.S.A.,Madagascar,70,"2- B,S","sweet, tart, raisin, sour ending",3.25
Or Dubh,U.S.A.,Vietnam,70,"2- B,S","roast dominates,spicy,astringent",3.25
Orfeve,Switzerland,Madagascar,75,"3- B,S,C","tart, green apple, rich",3.5
Orfeve,Switzerland,Peru,70,"3- B,S,C","caramel, honey, roasty",3.25
Orfeve,Switzerland,Peru,75,"3- B,S,C","grape, punchy, deep cocoa",3.25
Orfeve,Switzerland,Colombia,75,"3- B,S,C","burnt honey, rubbery",2.75
organicfair,South Africa,Panama,71,"3- B,S,C","fatty, bland, some spice",3
organicfair,Canada,Dominican Republic,72,"3- B,S,C","sandy, cinamon, high roast",3
organicfair,Canada,Ecuador,72,"3- B,S,C","spicy, sweet, high roast",3
organicfair,Canada,Belize,74,"3- B,S,C","sandy, ashey, mild fruit",2.75
organicfair,Canada,Dominican Republic,72,"3- B,S,C","sandy, roasty, fruity",2.75
organicfair,Canada,Nicaragua,72,"3- B,S,C","grits, roasty, woody",2.75
Original Beans (Felchlin),Switzerland,Blend,80,"2- B,S","creamy, mild bitter, coffee",3.25
Original Beans (Felchlin),Switzerland,Papua New Guinea,68,"3- B,S,C","fatty, dates, musty",2.75
Original Beans (Felchlin),Switzerland,Bolivia,66,"3- B,S,C","creamy, melon, subtle",3.75
Original Beans (Felchlin),Switzerland,Bolivia,68,"3- B,S,C","rich cocoa, bread notes",3.25
Original Beans (Felchlin),Switzerland,Congo,70,"3- B,S,C",vegetable and honey,3
Original Beans (Felchlin),Switzerland,Peru,75,"3- B,S,C","creamy, sour banana, lemon",3
Original Hawaiin Chocolate Factory,U.S.A.,U.S.A.,60,"5- B,S,C,V,L","sticky, tobacco",3
Original Hawaiin Chocolate Factory,U.S.A.,U.S.A.,60,"5- B,S,C,V,L","muddy, pastey, sweet, vanilla",3
Orquidea,Peru,Peru,65,"4- B,S,C,L","dry, banana, molasses",3
Orquidea,Peru,Peru,72,"4- B,S,C,L","sandy, molasses, brownie",3
Pacari,Ecuador,Colombia,70,"4- B,S,C,L","complex, balanced",4
Pacari,Ecuador,Ecuador,70,"4- B,S,C,L","creamy, spicy, cocoa",4
Pacari,Ecuador,Ecuador,70,"4- B,S,C,L","creamy, green fruit, candied",3.75
Pacari,Ecuador,Ecuador,70,"4- B,S,C,L","savory, smokey",3.5
Pacari,Ecuador,Ecuador,70,"4- B,S,C,L","floral, green, tannic",3.25
Pacari,Ecuador,Peru,70,"4- B,S,C,L","light color,complex,molasses",4
Pacari,Ecuador,Ecuador,85,"4- B,S,C,L","spice, mostly bitter",2.75
Pacari,Ecuador,Ecuador,70,"4- B,S,C,L","waxy, sandy, floral",3.5
Pacari,Ecuador,Ecuador,70,"4- B,S,C,L","sandy, green, spice, nuts",3.5
Pacari,Ecuador,Ecuador,72,"4- B,S,C,L","sandy, rubber, spice, floral",3
Pacari,Ecuador,Ecuador,65,"4- B,S,C,L","creamy, sweet, green",3
Pacari,Ecuador,Ecuador,60,"4- B,S,C,L","floral, rubber, vanilla, metallic",2.75
Pacari,Ecuador,Ecuador,100, ,"bitter, earthy",2
Palet D'Or,Japan,Cuba,72,"5- B,S,C,V,L","creamy, tobacco, cocoa",3.75
Palet D'Or,Japan,Haiti,70,"5- B,S,C,V,L","vanilla, sweet, gateway",3.5
Palet D'Or,Japan,Vietnam,72,"5- B,S,C,V,L","molasses, tart, vegetal",3.25
Palette de Bine,Canada,Peru,70,"2- B,S","intense spicy, floral",3.5
Palette de Bine,Canada,Haiti,70,"2- B,S","sticky, bold, nutty, fig",3.5
Palette de Bine,Canada,Peru,72,"2- B,S","grape, pungent, off sour",2.75
Palette de Bine,Canada,Dominican Republic,75,"2- B,S","creamy, burnt rubber, off",2.75
Palette de Bine,Canada,Belize,72,"2- B,S","strawberry, savory",3
Palette de Bine,Canada,Guatemala,70,"2- B,S","fruity, off rubber",2.75
Palette de Bine,Canada,Vietnam,72,"2- B,S","cocoa, melon, dairy",3.75
Palette de Bine,Canada,Tanzania,72,"2- B,S","rich cocoa, dried fruit",3.5
Palette de Bine,Canada,Bolivia,70,"2- B,S","slow, sweet, spicy",3.25
Palette de Bine,Canada,Trinidad,70,"2- B,S*","maple, spicy, cocoa",3.25
Palette de Bine,Canada,Madagascar,78,"2- B,S","red fruit, intense, bright",3.75
Palette de Bine,Canada,Trinidad,70,"2- B,S","mellow, fruity, brownie",3.75
Palette de Bine,Canada,Blend,75,"2- B,S","intense floral, slight woody",3.5
